Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14006_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,SE_A20001_001,SE_A20001_002,SE_A20001_003,SE_A20001_004,SE_A20001_005,SE_A09003_001,SE_A09001_001,SE_A09001_002,SE_A09001_003,SE_A09001_004,SE_A09001_005,SE_A09001_006,SE_A09001_007,SE_A09001_008,SE_A09001_009,SE_A09001_010
"06037408006","Census Tract 4080.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4080.06",,,,3717,3717,2896.832,1.28312602220551,3717,599,31,0,1973,5,869,240,94693,1711,1516,1243,273,52,0,0,17,59,67,3717,293,3424,1504,2199,35,1711,1644,95,275,245,364,392,217,56,67
"06037408133","Census Tract 4081.33, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.33",,,,6227,6227,15260.44,0.408048608719423,6227,1243,693,83,1677,0,2048,483,99500,3061,2742,2305,437,110,0,0,40,0,169,6223,432,5791,3194,3059,31,3061,2892,272,816,157,744,546,256,101,169
"06037408134","Census Tract 4081.34, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.34",,,,2823,2823,8270.8,0.341321272530992,2823,541,25,0,1621,0,262,374,123542,1463,1213,1044,169,17,15,0,0,0,218,2823,95,2728,1257,1743,34,1463,1245,14,305,298,224,234,96,74,218
"06037408135","Census Tract 4081.35, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.35",,,,4249,4249,9758.667,0.435407808839269,4249,736,189,2,2429,0,401,492,83330,1994,1498,1359,139,43,0,0,0,15,438,4244,69,4175,1940,2649,33,1994,1556,71,475,218,256,260,191,85,438
"06037408136","Census Tract 4081.36, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.36",,,,3716,3716,9538.198,0.389591380346164,3716,681,435,51,1245,0,725,579,121076,1944,1656,1529,127,50,66,0,73,9,90,3687,134,3553,1282,2516,37,1944,1854,99,320,243,461,390,219,122,90
"06037408137","Census Tract 4081.37, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.37",,,,4202,4202,13099.96,0.320764420530134,4202,581,381,0,1720,33,895,592,82571,2087,1770,1563,207,58,9,0,11,53,186,4202,307,3895,1599,2562,32,2087,1901,128,530,320,368,262,181,112,186
"06037408138","Census Tract 4081.38, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.38",,,,5035,5035,14570.62,0.345558357799341,5035,1378,111,44,250,0,2205,1047,78696,2190,2002,1646,356,73,0,0,4,24,87,5035,423,4612,2577,2223,32,2190,2103,184,566,357,390,321,154,131,87
"06037408139","Census Tract 4081.39, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.39",,,,4581,4581,15125.83,0.302859318267112,4581,1130,0,0,368,0,2619,464,89423,2007,1844,1435,409,38,0,0,30,13,82,4581,375,4206,2295,2161,32,2007,1925,111,618,236,328,311,219,102,82
"06037408140","Census Tract 4081.40, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.40",,,,3639,3639,10325.23,0.352437540251152,3639,570,17,0,248,0,2373,431,73432,1833,1636,1381,255,53,0,0,14,78,52,3639,462,3177,1980,1364,25,1833,1781,123,736,331,243,174,130,44,52
"06037408141","Census Tract 4081.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.41",,,,4692,4692,10812.7,0.433934056837329,4692,1072,29,39,633,0,2509,410,92459,2214,2155,1750,405,13,0,0,23,0,23,4688,493,4195,2188,2086,24,2214,2191,147,919,374,357,254,118,22,23
"06037408212","Census Tract 4082.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4082.12",,,,4641,4641,4269.695,1.0869629511797,4641,575,65,0,2647,0,1035,319,69645,2112,1845,1407,438,26,0,0,0,0,241,4638,191,4447,2200,2446,28,2112,1871,157,430,446,332,379,78,49,241
"06037408213","Census Tract 4082.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4082.13",,,,5847,5847,9779.05,0.59791087835156,5847,692,110,256,3316,65,1132,276,74519,3075,2806,2577,229,78,8,7,11,0,165,5798,482,5316,2374,3227,32,3075,2910,125,719,454,599,699,215,99,165
"06037408301","Census Tract 4083.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.01",,,,6016,6016,5938.492,1.01305179792339,6016,1484,45,0,685,0,3027,775,80221,3074,2826,2552,274,99,0,0,67,0,82,6016,401,5615,2417,3450,31,3074,2992,305,500,706,586,526,231,138,82
"06037408302","Census Tract 4083.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.02",,,,3589,3589,3144.449,1.14137633070115,3589,1059,125,29,270,0,1579,527,100850,1571,1366,1150,216,0,0,23,0,0,182,3589,412,3177,886,2533,35,1571,1389,126,149,320,298,211,209,76,182
"06037408303","Census Tract 4083.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.03",,,,4502,4502,6328,0.711441134090197,4502,1228,8,0,681,0,1262,1323,108621,2008,1847,1535,312,55,11,0,0,0,95,4502,373,4129,1449,2981,31,2008,1913,260,339,237,397,374,283,23,95
"06037408401","Census Tract 4084.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4084.01",,,,4467,4467,9983.954,0.447417903094532,4467,1003,6,10,1197,6,1946,299,87850,2055,1917,1668,249,43,0,0,0,10,85,4430,217,4213,1858,2702,27,2055,1970,189,565,304,343,420,149,0,85
"06037408402","Census Tract 4084.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4084.02",,,,6606,6606,1479.001,4.46652687193918,6606,2687,42,182,1516,0,1477,702,114583,3181,2682,2431,251,56,0,55,25,36,327,6606,320,6286,2745,3967,36,3181,2854,72,553,453,827,364,459,126,327
"06037408503","Census Tract 4085.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.03",,,,7037,7037,4337.85,1.62223222655858,7037,2070,104,10,3056,0,832,965,135179,3117,2533,2054,479,47,0,0,0,37,500,7037,122,6915,2262,5234,38,3117,2617,37,337,317,760,733,377,56,500
"06037408504","Census Tract 4085.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.04",,,,5262,5262,9611.81,0.547451571204191,5262,1432,14,119,1655,0,1317,725,97448,2527,1960,1781,179,106,0,0,42,33,386,5262,325,4937,2028,3279,36,2527,2141,119,424,349,351,429,350,119,386
"06037408505","Census Tract 4085.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.05",,,,2546,2546,3313.145,0.768454139555859,2546,878,44,24,1035,0,278,287,105167,1102,1037,880,157,14,0,0,0,8,43,2546,218,2328,1201,1416,30,1102,1059,72,253,213,242,158,89,32,43
"06037408623","Census Tract 4086.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.23",,,,3232,3232,8717.528,0.370747277593564,3232,471,177,28,2030,10,276,240,93036,1363,1181,1128,53,36,0,0,12,18,116,3232,166,3066,1391,2075,36,1363,1247,30,253,225,316,222,162,39,116
"06037408624","Census Tract 4086.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.24",,,,3027,3027,5684.427,0.532507486521173,3027,785,2,77,1766,0,324,73,111141,1376,1154,990,164,0,0,0,29,0,193,3024,211,2813,939,2111,26,1376,1183,138,231,376,234,99,87,18,193
"06037408625","Census Tract 4086.25, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.25",,,,3807,3807,4588.79,0.829630484774447,3807,904,7,11,1823,0,766,296,129643,1840,1492,1398,94,104,0,0,0,8,236,3807,174,3633,1309,2736,42,1840,1604,51,215,305,341,347,227,118,236
"06037408626","Census Tract 4086.26, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.26",,,,3717,3717,3855.793,0.964004080327785,3717,376,96,0,2799,0,290,156,98274,2028,1648,1349,299,11,0,0,47,19,303,3717,273,3444,1310,2530,32,2028,1725,104,341,467,264,261,277,11,303
"06037408627","Census Tract 4086.27, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.27",,,,2861,2861,2370.807,1.20676196183148,2861,421,30,11,1965,12,303,119,115563,1466,1288,1135,153,22,0,0,8,39,109,2861,93,2768,847,2199,36,1466,1357,18,330,310,234,228,124,113,109
"06037408628","Census Tract 4086.28, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.28",,,,5358,5358,5881.704,0.910960591323203,5358,830,11,12,3509,0,724,272,76587,2347,1906,1513,393,100,0,0,6,7,328,5358,106,5252,2376,3187,30,2347,2019,119,476,529,327,294,235,39,328
"06037408629","Census Tract 4086.29, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.29",,,,3053,3053,4460.358,0.684474213780141,3053,668,4,83,1668,0,375,255,119231,1515,1247,1103,144,17,0,0,107,29,115,3053,142,2911,1252,2049,35,1515,1400,143,258,187,249,292,187,84,115
"06037408631","Census Tract 4086.31, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.31",,,,5195,5195,9111.616,0.570151290276248,5195,1410,9,54,1975,0,1202,545,90263,2396,1864,1568,296,197,0,0,0,0,335,5195,206,4989,1857,3465,39,2396,2061,87,423,430,495,237,111,278,335
"06037408703","Census Tract 4087.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.03",,,,5743,5743,869.1869,6.60732482158218,5743,550,68,15,4300,8,287,515,152143,2612,2162,2015,147,0,8,0,19,14,409,5743,267,5476,1702,4401,36,2612,2203,10,596,342,389,471,285,110,409
"06037408705","Census Tract 4087.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.05",,,,5580,5580,7499.44,0.744055570913842,5580,827,5,7,3844,0,620,277,79798,2368,2038,1634,404,10,0,0,0,30,290,5580,241,5339,2794,2917,36,2368,2078,81,396,404,340,600,142,115,290
"06037408707","Census Tract 4087.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.07",,,,6618,6618,3462.468,1.91135325723517,6618,1279,64,115,4560,3,313,284,126069,3085,2390,2161,229,49,0,0,0,70,576,6595,88,6507,2161,4996,37,3085,2509,204,411,421,493,527,296,157,576
"06037408722","Census Tract 4087.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.22",,,,4210,4210,5178.549,0.81296901761707,4210,621,0,10,2570,0,631,378,109567,2087,1829,1479,350,21,0,0,0,0,237,4207,282,3925,1685,2597,35,2087,1850,19,416,389,314,441,149,122,237
"06037408724","Census Tract 4087.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.24",,,,5362,5362,26026.71,0.206019101246801,5362,87,50,0,1570,29,3347,279,59059,2652,2286,2005,281,217,0,0,88,0,61,5362,1023,4339,2541,1931,28,2652,2591,166,855,620,493,156,93,208,61
"06037408725","Census Tract 4087.25, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.25",,,,6075,6075,8079.407,0.751911591868379,6075,1369,45,23,3390,0,800,448,80469,2773,2395,2117,278,6,0,0,31,0,341,6065,362,5703,2486,3631,32,2773,2432,124,590,355,593,374,349,47,341
"06037408800","Census Tract 4088, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4088",,,,4645,4645,6714.495,0.691786988974466,4645,1314,515,25,493,0,1662,636,51472,2231,1845,1541,304,118,0,40,57,10,161,4604,861,3743,2211,1778,30,2231,2070,105,600,374,458,307,130,96,161
"06037408900","Census Tract 4089, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4089",,,,5826,5826,4863.327,1.19794531866557,5826,3433,175,10,588,0,401,1219,76908,2450,2030,1812,218,26,36,0,31,45,282,5754,93,5661,2559,4026,33,2450,2168,199,517,361,359,257,341,134,282
"06037409000","Census Tract 4090, Los Angeles County, California","ca","140","00",,,,"06","037",,,"409000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4090",,,,7673,7673,2528.069,3.03512332875674,7673,1954,141,276,413,0,2619,2270,71411,3457,3159,2599,560,171,0,0,26,0,101,7548,911,6637,3737,3148,38,3457,3356,94,819,447,749,447,512,288,101
"06037409100","Census Tract 4091, Los Angeles County, California","ca","140","00",,,,"06","037",,,"409100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4091",,,,5470,5470,9096.604,0.601323249374128,5470,1481,50,21,1654,31,1615,618,86950,2399,2002,1689,313,165,0,5,12,0,215,5461,728,4733,2596,2472,37,2399,2184,126,453,475,268,417,299,146,215
"06037430003","Census Tract 4300.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4300.03",,,,4855,4855,1052.875,4.61118391282122,4855,2648,91,155,932,0,387,642,140588,2356,1962,1743,219,132,0,0,0,11,251,4855,265,4590,1475,3652,30,2356,2105,97,316,489,722,275,159,47,251
"06037430004","Census Tract 4300.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4300.04",,,,3129,3129,7231.834,0.432670344418584,3129,1340,64,0,690,0,436,599,90124,1476,1250,1075,175,56,0,0,0,15,155,3072,134,2938,1235,1948,30,1476,1321,236,227,138,349,130,191,50,155
"06037430005","Census Tract 4300.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4300.05",,,,3849,3849,9625.521,0.399874439572693,3849,1281,258,129,1148,0,365,668,118569,1980,1415,1375,40,33,0,0,70,0,462,3849,128,3721,1224,2728,30,1980,1518,95,503,182,353,165,164,56,462
"06037430101","Census Tract 4301.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4301.01",,,,4841,4841,6301.525,0.768226725374789,4841,2235,457,22,688,0,577,862,58017,1998,1578,1460,118,86,0,14,97,42,181,4700,213,4487,2158,2891,33,1998,1817,231,301,312,322,322,235,94,181
"06037430102","Census Tract 4301.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4301.02",,,,5012,5012,10083.7,0.497039754624346,5012,1514,206,79,567,0,1902,744,91552,2323,2029,1785,244,84,0,0,84,24,102,5012,642,4370,2041,2565,27,2323,2221,169,611,394,524,328,118,77,102
"06037430200","Census Tract 4302, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4302",,,,1037,1037,520.5023,1.99230614195896,1037,663,2,0,290,0,14,68,121875,377,303,268,35,13,0,2,0,2,57,984,18,966,398,744,28,377,320,13,114,58,43,56,27,9,57
"06037430301","Census Tract 4303.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4303.01",,,,4548,4548,483.2813,9.41066753977239,4548,2759,192,0,668,0,171,758,144970,2170,1637,1551,86,19,0,17,4,20,473,4544,38,4506,1277,3747,31,2170,1697,177,434,219,394,231,96,146,473
"06037430302","Census Tract 4303.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4303.02",,,,5054,5054,6756.556,0.748014276514022,5054,2808,54,0,626,129,322,1115,106138,2601,2040,1947,93,32,18,0,27,11,473,5050,175,4875,1102,4199,35,2601,2128,199,511,236,330,469,261,122,473
"06037430400","Census Tract 4304, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4304",,,,4358,4358,3140.968,1.38747052109894,4358,1554,64,40,2418,0,61,221,181250,2066,1496,1339,157,9,0,0,10,18,533,4358,30,4328,1090,3677,31,2066,1533,44,394,300,306,347,95,47,533
"06037430501","Census Tract 4305.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4305.01",,,,4609,4609,2539.653,1.8148149721157,4609,2793,471,0,890,0,67,388,175444,2537,1645,1589,56,224,0,0,11,11,646,4609,163,4446,1299,3819,29,2537,1891,71,778,274,289,262,140,77,646
"06037430502","Census Tract 4305.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4305.02",,,,6542,6542,5757.479,1.13626124908687,6542,4707,108,58,1159,0,146,364,94151,3458,2563,2485,78,130,14,28,0,38,685,6528,370,6158,1829,5436,28,3458,2773,268,642,721,484,393,176,89,685
"06037430600","Census Tract 4306, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4306",,,,4567,4567,3204.585,1.42514559913019,4567,1476,64,0,2305,0,213,509,182682,1736,1240,1091,149,10,0,0,0,0,486,4567,208,4359,1125,3862,28,1736,1250,25,407,249,280,152,127,10,486
"06037430701","Census Tract 4307.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4307.01",,,,5224,5224,4543.646,1.14973737330057,5224,2363,56,0,2057,0,312,436,103906,2228,1769,1603,166,45,0,0,18,7,389,5177,265,4912,1816,4056,28,2228,1839,133,557,400,275,292,132,50,389
"06037430721","Census Tract 4307.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4307.21",,,,3403,3403,2154.156,1.57973743507692,3403,1217,39,36,1904,0,53,154,76300,1276,1051,931,120,24,0,0,1,0,200,3325,175,3150,1322,2083,31,1276,1076,115,278,136,159,192,184,12,200
"06037430723","Census Tract 4307.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4307.23",,,,4967,4967,26448.66,0.187797781302462,4967,1222,55,0,2329,0,283,1078,73550,2346,1803,1531,272,92,0,0,37,70,344,4967,181,4786,1554,3745,29,2346,2002,161,404,466,504,357,45,65,344
"06037430724","Census Tract 4307.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4307.24",,,,5190,5190,23181.48,0.223885593292324,5190,1110,86,21,2870,225,496,382,100392,2559,1785,1605,180,183,0,33,43,33,482,5150,339,4811,1518,3733,35,2559,2077,134,429,400,385,284,358,87,482
"06037430801","Census Tract 4308.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4308.01",,,,6867,6867,10433.83,0.658147836978395,6867,1424,228,0,3730,36,965,484,109861,3273,2590,2057,533,22,0,0,27,17,617,6867,436,6431,2489,4352,32,3273,2656,166,510,605,491,502,334,48,617
"06037430802","Census Tract 4308.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4308.02",,,,4199,4199,5852.524,0.717468189041803,4199,964,0,6,3080,0,30,119,134073,1821,1484,1281,203,47,0,0,33,11,246,4199,40,4159,1405,3204,30,1821,1575,168,263,338,291,317,198,0,246
"06037430803","Census Tract 4308.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4308.03",,,,5012,5012,5699.182,0.879424537874307,5012,1233,0,8,3221,0,337,213,107269,2222,1749,1539,210,22,0,0,28,16,407,5012,174,4838,1558,3943,28,2222,1815,155,471,367,301,301,166,54,407
"06037430901","Census Tract 4309.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4309.01",,,,4389,4389,9762.217,0.449590500033205,4389,1840,269,18,528,0,736,998,81496,2208,1737,1577,160,101,9,11,48,20,282,4389,461,3928,1472,2680,29,2208,1926,238,363,383,430,265,227,20,282
"06037430902","Census Tract 4309.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"430902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4309.02",,,,5304,5304,11662.86,0.454777010549856,5304,1707,411,16,1360,0,878,932,97500,2669,2315,2082,233,52,0,0,13,12,277,5217,337,4880,1617,3603,31,2669,2392,202,489,502,489,386,271,53,277
"06037431002","Census Tract 4310.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"431002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4310.02",,,,2907,2907,5576.773,0.521269210513717,2907,1538,124,30,516,66,131,502,65781,1419,1024,991,33,61,0,0,48,0,286,2907,162,2745,1174,1985,31,1419,1133,105,199,239,204,265,95,26,286
"06037431003","Census Tract 4310.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"431003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4310.03",,,,4705,4705,14264.67,0.329835891131542,4705,2111,332,0,494,0,665,1103,83438,2119,1718,1456,262,0,18,0,50,91,242,4705,186,4519,2055,2863,31,2119,1877,42,208,533,693,211,125,65,242
"06037431004","Census Tract 4310.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"431004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4310.04",,,,3462,3462,9891.917,0.34998270262256,3462,1822,38,18,418,0,916,250,87556,1868,1522,1327,195,146,0,0,91,0,109,3462,229,3233,1447,1971,30,1868,1759,224,339,292,300,391,190,23,109
"06037431100","Census Tract 4311, Los Angeles County, California","ca","140","00",,,,"06","037",,,"431100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4311",,,,7062,7062,6082.358,1.16106290839958,7062,2303,686,122,936,77,1580,1358,107070,3888,3207,3059,148,88,0,33,86,35,439,7042,552,6490,2160,5192,29,3888,3449,306,440,775,1158,470,174,126,439
"06037431200","Census Tract 4312, Los Angeles County, California","ca","140","00",,,,"06","037",,,"431200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4312",,,,6276,6276,10924.87,0.57446907089917,6276,1516,315,134,568,5,2352,1386,100417,2882,2506,1948,558,77,0,17,40,93,149,6105,683,5422,2590,3124,30,2882,2733,279,577,419,721,360,318,59,149
"06037431300","Census Tract 4313, Los Angeles County, California","ca","140","00",,,,"06","037",,,"431300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4313",,,,2543,2543,8064.586,0.315329260212789,2543,1071,26,3,520,36,356,531,109250,1348,1013,988,25,56,0,9,6,89,175,2542,142,2400,776,1907,33,1348,1173,39,316,198,211,238,115,56,175
"06037431400","Census Tract 4314, Los Angeles County, California","ca","140","00",,,,"06","037",,,"431400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4314",,,,3738,3738,6071.187,0.61569513063381,3738,1272,28,250,1131,42,351,664,79000,1708,1423,1270,153,104,13,0,22,13,133,3738,117,3621,1844,2175,30,1708,1575,76,484,229,356,207,184,39,133
"06037431501","Census Tract 4315.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"431501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4315.01",,,,4068,4068,10247.86,0.396960912560213,4068,956,9,0,1868,1,828,406,59858,1830,1511,1203,308,105,12,0,3,0,199,4044,241,3803,1823,2466,35,1830,1631,73,295,395,325,309,111,123,199
"06037431502","Census Tract 4315.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"431502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4315.02",,,,4430,4430,6773.977,0.653973300262395,4430,1297,56,10,2047,0,394,626,99219,2190,1827,1563,264,0,0,0,8,42,313,4373,395,3978,1528,2869,27,2190,1877,247,355,383,457,295,97,43,313
